Network;Station;locid;locid_int;chan;locidchan;longname;sensor;sps;orientation;type;longnamesps;Units;detector;mode;output;gaintype
XB;ELYSE;52;52;RDO;52_RDO;ESTAP1;32;0.00056;O;Transmitted_processed_data;ESTAP1_0.00056;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;53;53;RDO;53_RDO;ESTAP1;32;0.0002778;O;Transmitted_processed_data;ESTAP1_0.0002778;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;60;60;LDO;60_LDO;ESTAP2;32;1;O;Transmitted_processed_data;ESTAP2_1;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;60;60;VDO;60_VDO;ESTAP2;32;0.5;O;Transmitted_processed_data;ESTAP2_0.5;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;61;61;VDO;61_VDO;ESTAP2;32;0.25;O;Transmitted_processed_data;ESTAP2_0.25;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;62;62;VDO;62_VDO;ESTAP2;32;0.2;O;Transmitted_processed_data;ESTAP2_0.2;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;63;63;VDO;63_VDO;ESTAP2;32;0.1;O;Transmitted_processed_data;ESTAP2_0.1;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;60;60;UDO;60_UDO;ESTAP2;32;0.05;O;Transmitted_processed_data;ESTAP2_0.05;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;61;61;UDO;61_UDO;ESTAP2;32;0.025;O;Transmitted_processed_data;ESTAP2_0.025;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;62;62;UDO;62_UDO;ESTAP2;32;0.02;O;Transmitted_processed_data;ESTAP2_0.02;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;63;63;UDO;63_UDO;ESTAP2;32;0.01;O;Transmitted_processed_data;ESTAP2_0.01;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;60;60;RDO;60_RDO;ESTAP2;32;0.005;O;Transmitted_processed_data;ESTAP2_0.005;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;61;61;RDO;61_RDO;ESTAP2;32;0.001;O;Transmitted_processed_data;ESTAP2_0.001;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;62;62;RDO;62_RDO;ESTAP2;32;0.00056;O;Transmitted_processed_data;ESTAP2_0.00056;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;63;63;RDO;63_RDO;ESTAP2;32;0.0002778;O;Transmitted_processed_data;ESTAP2_0.0002778;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;70;70;LYO;70_LYO;MAXP1;20;1;O;Transmitted_processed_data;MAXP1_1;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;70;70;VYO;70_VYO;MAXP1;20;0.5;O;Transmitted_processed_data;MAXP1_0.5;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;71;71;VYO;71_VYO;MAXP1;20;0.25;O;Transmitted_processed_data;MAXP1_0.25;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;72;72;VYO;72_VYO;MAXP1;20;0.2;O;Transmitted_processed_data;MAXP1_0.2;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;73;73;VYO;73_VYO;MAXP1;20;0.1;O;Transmitted_processed_data;MAXP1_0.1;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;70;70;UYO;70_UYO;MAXP1;20;0.05;O;Transmitted_processed_data;MAXP1_0.05;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;71;71;UYO;71_UYO;MAXP1;20;0.025;O;Transmitted_processed_data;MAXP1_0.025;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;72;72;UYO;72_UYO;MAXP1;20;0.02;O;Transmitted_processed_data;MAXP1_0.02;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;73;73;UYO;73_UYO;MAXP1;20;0.01;O;Transmitted_processed_data;MAXP1_0.01;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;70;70;RYO;70_RYO;MAXP1;20;0.005;O;Transmitted_processed_data;MAXP1_0.005;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;71;71;RYO;71_RYO;MAXP1;20;0.001;O;Transmitted_processed_data;MAXP1_0.001;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;72;72;RYO;72_RYO;MAXP1;20;0.00056;O;Transmitted_processed_data;MAXP1_0.00056;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;73;73;RYO;73_RYO;MAXP1;20;0.0002778;O;Transmitted_processed_data;MAXP1_0.0002778;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;80;80;LYO;80_LYO;MAXP2;20;1;O;Transmitted_processed_data;MAXP2_1;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;80;80;VYO;80_VYO;MAXP2;20;0.5;O;Transmitted_processed_data;MAXP2_0.5;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;81;81;VYO;81_VYO;MAXP2;20;0.25;O;Transmitted_processed_data;MAXP2_0.25;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;82;82;VYO;82_VYO;MAXP2;20;0.2;O;Transmitted_processed_data;MAXP2_0.2;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;83;83;VYO;83_VYO;MAXP2;20;0.1;O;Transmitted_processed_data;MAXP2_0.1;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;80;80;UYO;80_UYO;MAXP2;20;0.05;O;Transmitted_processed_data;MAXP2_0.05;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;81;81;UYO;81_UYO;MAXP2;20;0.025;O;Transmitted_processed_data;MAXP2_0.025;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;82;82;UYO;82_UYO;MAXP2;20;0.02;O;Transmitted_processed_data;MAXP2_0.02;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;83;83;UYO;83_UYO;MAXP2;20;0.01;O;Transmitted_processed_data;MAXP2_0.01;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;80;80;RYO;80_RYO;MAXP2;20;0.005;O;Transmitted_processed_data;MAXP2_0.005;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;81;81;RYO;81_RYO;MAXP2;20;0.001;O;Transmitted_processed_data;MAXP2_0.001;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;82;82;RYO;82_RYO;MAXP2;20;0.00056;O;Transmitted_processed_data;MAXP2_0.00056;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;83;83;RYO;83_RYO;MAXP2;20;0.0002778;O;Transmitted_processed_data;MAXP2_0.0002778;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;30;30;LFA;30_LFA;ESTAM;22;1;A;Transmitted_processed_data;ESTAM_1;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;30;30;VFA;30_VFA;ESTAM;22;0.5;A;Transmitted_processed_data;ESTAM_0.5;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;31;31;VFA;31_VFA;ESTAM;22;0.25;A;Transmitted_processed_data;ESTAM_0.25;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;32;32;VFA;32_VFA;ESTAM;22;0.2;A;Transmitted_processed_data;ESTAM_0.2;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;33;33;VFA;33_VFA;ESTAM;22;0.1;A;Transmitted_processed_data;ESTAM_0.1;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;30;30;UFA;30_UFA;ESTAM;22;0.05;A;Transmitted_processed_data;ESTAM_0.05;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;31;31;UFA;31_UFA;ESTAM;22;0.025;A;Transmitted_processed_data;ESTAM_0.025;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;32;32;UFA;32_UFA;ESTAM;22;0.02;A;Transmitted_processed_data;ESTAM_0.02;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;33;33;UFA;33_UFA;ESTAM;22;0.01;A;Transmitted_processed_data;ESTAM_0.01;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;30;30;RFA;30_RFA;ESTAM;22;0.005;A;Transmitted_processed_data;ESTAM_0.005;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;31;31;RFA;31_RFA;ESTAM;22;0.001;A;Transmitted_processed_data;ESTAM_0.001;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;32;32;RFA;32_RFA;ESTAM;22;0.00056;A;Transmitted_processed_data;ESTAM_0.00056;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;33;33;RFA;33_RFA;ESTAM;22;0.0002778;A;Transmitted_processed_data;ESTAM_0.0002778;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;40;40;LYA;40_LYA;MAXM;23;1;A;Transmitted_processed_data;MAXM_1;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;40;40;VYA;40_VYA;MAXM;23;0.5;A;Transmitted_processed_data;MAXM_0.5;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;41;41;VYA;41_VYA;MAXM;23;0.25;A;Transmitted_processed_data;MAXM_0.25;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;42;42;VYA;42_VYA;MAXM;23;0.2;A;Transmitted_processed_data;MAXM_0.2;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;43;43;VYA;43_VYA;MAXM;23;0.1;A;Transmitted_processed_data;MAXM_0.1;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;40;40;UYA;40_UYA;MAXM;23;0.05;A;Transmitted_processed_data;MAXM_0.05;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;41;41;UYA;41_UYA;MAXM;23;0.025;A;Transmitted_processed_data;MAXM_0.025;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;42;42;UYA;42_UYA;MAXM;23;0.02;A;Transmitted_processed_data;MAXM_0.02;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;43;43;UYA;43_UYA;MAXM;23;0.01;A;Transmitted_processed_data;MAXM_0.01;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;40;40;RYA;40_RYA;MAXM;23;0.005;A;Transmitted_processed_data;MAXM_0.005;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;41;41;RYA;41_RYA;MAXM;23;0.001;A;Transmitted_processed_data;MAXM_0.001;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;42;42;RYA;42_RYA;MAXM;23;0.00056;A;Transmitted_processed_data;MAXM_0.00056;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;43;43;RYA;43_RYA;MAXM;23;0.0002778;A;Transmitted_processed_data;MAXM_0.0002778;Counts;Undefined;MAX;MAX;Undefined
XB;ELYSE;10;10;BDO;10_BDO;Pressure_Outside;9;50;O;computed_on_Earth;Pressure_Outside_50;Pascal;PressureSensor;Pres;Pres;Undefined
XB;ELYSE;11;11;BDO;11_BDO;Pressure_Outside;9;25;O;computed_on_Earth;Pressure_Outside_25;Pascal;PressureSensor;Pres;Pres;Undefined
XB;ELYSE;12;12;BDO;12_BDO;Pressure_Outside;9;20;O;computed_on_Earth;Pressure_Outside_20;Pascal;PressureSensor;Pres;Pres;Undefined
XB;ELYSE;13;13;BDO;13_BDO;Pressure_Outside;9;10;O;computed_on_Earth;Pressure_Outside_10;Pascal;PressureSensor;Pres;Pres;Undefined
XB;ELYSE;10;10;MDO;10_MDO;Pressure_Outside;9;5;O;computed_on_Earth;Pressure_Outside_5;Pascal;PressureSensor;Pres;Pres;Undefined
XB;ELYSE;11;11;MDO;11_MDO;Pressure_Outside;9;4;O;computed_on_Earth;Pressure_Outside_4;Pascal;PressureSensor;Pres;Pres;Undefined
XB;ELYSE;12;12;MDO;12_MDO;Pressure_Outside;9;2;O;computed_on_Earth;Pressure_Outside_2;Pascal;PressureSensor;Pres;Pres;Undefined
XB;ELYSE;10;10;LDO;10_LDO;Pressure_Outside;9;1;O;computed_on_Earth;Pressure_Outside_1;Pascal;PressureSensor;Pres;Pres;Undefined
XB;ELYSE;10;10;VDO;10_VDO;Pressure_Outside;9;0.5;O;computed_on_Earth;Pressure_Outside_0.5;Pascal;PressureSensor;Pres;Pres;Undefined
XB;ELYSE;11;11;VDO;11_VDO;Pressure_Outside;9;0.25;O;computed_on_Earth;Pressure_Outside_0.25;Pascal;PressureSensor;Pres;Pres;Undefined
XB;ELYSE;12;12;VDO;12_VDO;Pressure_Outside;9;0.2;O;computed_on_Earth;Pressure_Outside_0.2;Pascal;PressureSensor;Pres;Pres;Undefined
XB;ELYSE;13;13;VDO;13_VDO;Pressure_Outside;9;0.1;O;computed_on_Earth;Pressure_Outside_0.1;Pascal;PressureSensor;Pres;Pres;Undefined
XB;ELYSE;10;10;UDO;10_UDO;Pressure_Outside;9;0.05;O;computed_on_Earth;Pressure_Outside_0.05;Pascal;PressureSensor;Pres;Pres;Undefined
XB;ELYSE;10;10;RDO;10_RDO;Pressure_Outside;9;0.005;O;computed_on_Earth;Pressure_Outside_0.005;Pascal;PressureSensor;Pres;Pres;Undefined
XB;ELYSE;11;11;RDO;11_RDO;Pressure_Outside;9;0.001;O;computed_on_Earth;Pressure_Outside_0.001;Pascal;PressureSensor;Pres;Pres;Undefined
XB;ELYSE;12;12;RDO;12_RDO;Pressure_Outside;9;0.00056;O;computed_on_Earth;Pressure_Outside_0.00056;Pascal;PressureSensor;Pres;Pres;Undefined
XB;ELYSE;13;13;RDO;13_RDO;Pressure_Outside;9;0.0002778;O;computed_on_Earth;Pressure_Outside_0.0002778;Pascal;PressureSensor;Pres;Pres;Undefined
XB;ELYSE;20;20;BKI;20_BKI;Pressure_Sensor_Temp_Outside;24;50;I;computed_on_Earth;Pressure_Sensor_Temp_Outside_50;Celsius;PressureSensor;Temp;Temp;Undefined
XB;ELYSE;21;21;BKI;21_BKI;Pressure_Sensor_Temp_Outside;24;25;I;computed_on_Earth;Pressure_Sensor_Temp_Outside_25;Celsius;PressureSensor;Temp;Temp;Undefined
XB;ELYSE;22;22;BKI;22_BKI;Pressure_Sensor_Temp_Outside;24;20;I;computed_on_Earth;Pressure_Sensor_Temp_Outside_20;Celsius;PressureSensor;Temp;Temp;Undefined
XB;ELYSE;23;23;BKI;23_BKI;Pressure_Sensor_Temp_Outside;24;10;I;computed_on_Earth;Pressure_Sensor_Temp_Outside_10;Celsius;PressureSensor;Temp;Temp;Undefined
XB;ELYSE;20;20;MKI;20_MKI;Pressure_Sensor_Temp_Outside;24;5;I;computed_on_Earth;Pressure_Sensor_Temp_Outside_5;Celsius;PressureSensor;Temp;Temp;Undefined
XB;ELYSE;21;21;MKI;21_MKI;Pressure_Sensor_Temp_Outside;24;4;I;computed_on_Earth;Pressure_Sensor_Temp_Outside_4;Celsius;PressureSensor;Temp;Temp;Undefined
XB;ELYSE;22;22;MKI;22_MKI;Pressure_Sensor_Temp_Outside;24;2;I;computed_on_Earth;Pressure_Sensor_Temp_Outside_2;Celsius;PressureSensor;Temp;Temp;Undefined
XB;ELYSE;20;20;LKI;20_LKI;Pressure_Sensor_Temp_Outside;24;1;I;computed_on_Earth;Pressure_Sensor_Temp_Outside_1;Celsius;PressureSensor;Temp;Temp;Undefined
XB;ELYSE;20;20;VKI;20_VKI;Pressure_Sensor_Temp_Outside;24;0.5;I;computed_on_Earth;Pressure_Sensor_Temp_Outside_0.5;Celsius;PressureSensor;Temp;Temp;Undefined
XB;ELYSE;21;21;VKI;21_VKI;Pressure_Sensor_Temp_Outside;24;0.25;I;computed_on_Earth;Pressure_Sensor_Temp_Outside_0.25;Celsius;PressureSensor;Temp;Temp;Undefined
XB;ELYSE;22;22;VKI;22_VKI;Pressure_Sensor_Temp_Outside;24;0.2;I;computed_on_Earth;Pressure_Sensor_Temp_Outside_0.2;Celsius;PressureSensor;Temp;Temp;Undefined
XB;ELYSE;23;23;VKI;23_VKI;Pressure_Sensor_Temp_Outside;24;0.1;I;computed_on_Earth;Pressure_Sensor_Temp_Outside_0.1;Celsius;PressureSensor;Temp;Temp;Undefined
XB;ELYSE;20;20;UKI;20_UKI;Pressure_Sensor_Temp_Outside;24;0.05;I;computed_on_Earth;Pressure_Sensor_Temp_Outside_0.05;Celsius;PressureSensor;Temp;Temp;Undefined
XB;ELYSE;20;20;RKI;20_RKI;Pressure_Sensor_Temp_Outside;24;0.005;I;computed_on_Earth;Pressure_Sensor_Temp_Outside_0.005;Celsius;PressureSensor;Temp;Temp;Undefined
XB;ELYSE;21;21;RKI;21_RKI;Pressure_Sensor_Temp_Outside;24;0.001;I;computed_on_Earth;Pressure_Sensor_Temp_Outside_0.001;Celsius;PressureSensor;Temp;Temp;Undefined
XB;ELYSE;22;22;RKI;22_RKI;Pressure_Sensor_Temp_Outside;24;0.00056;I;computed_on_Earth;Pressure_Sensor_Temp_Outside_0.00056;Celsius;PressureSensor;Temp;Temp;Undefined
XB;ELYSE;23;23;RKI;23_RKI;Pressure_Sensor_Temp_Outside;24;0.0002778;I;computed_on_Earth;Pressure_Sensor_Temp_Outside_0.0002778;Celsius;PressureSensor;Temp;Temp;Undefined
XB;ELYHK;60;60;LKI;60_LKI;Motor_Temperature;Motor_Temperature;1;I;Transmitted_raw_data;Motor_Temperature_1;Counts;Motor;Temp;Temp;Undefined
XB;ELYHK;60;60;VKI;60_VKI;Motor_Temperature;Motor_Temperature;0.1;I;Transmitted_raw_data;Motor_Temperature_0.1;Counts;Motor;Temp;Temp;Undefined
XB;ELYHK;60;60;UKI;60_UKI;Motor_Temperature;Motor_Temperature;0.01;I;Transmitted_raw_data;Motor_Temperature_0.01;Counts;Motor;Temp;Temp;Undefined
XB;ELYHK;60;60;RKI;60_RKI;Motor_Temperature;Motor_Temperature;<0.01;I;Transmitted_raw_data;Motor_Temperature_<0.01;Counts;Motor;Temp;Temp;Undefined
XB;ELYHK;61;61;LA1;61_LA1;Tilt_X;Tilt_X;1;1;Transmitted_raw_data;Tilt_X_1;Counts;Tilt;N-A;N-A;Undefined
XB;ELYHK;61;61;VA1;61_VA1;Tilt_X;Tilt_X;0.1;1;Transmitted_raw_data;Tilt_X_0.1;Counts;Tilt;N-A;N-A;Undefined
XB;ELYHK;61;61;UA1;61_UA1;Tilt_X;Tilt_X;0.01;1;Transmitted_raw_data;Tilt_X_0.01;Counts;Tilt;N-A;N-A;Undefined
XB;ELYHK;61;61;RA1;61_RA1;Tilt_X;Tilt_X;<0.01;1;Transmitted_raw_data;Tilt_X_<0.01;Counts;Tilt;N-A;N-A;Undefined
XB;ELYHK;62;62;LA2;62_LA2;Tilt_Y;Tilt_Y;1;2;Transmitted_raw_data;Tilt_Y_1;Counts;Tilt;N-A;N-A;Undefined
XB;ELYHK;62;62;VA2;62_VA2;Tilt_Y;Tilt_Y;0.1;2;Transmitted_raw_data;Tilt_Y_0.1;Counts;Tilt;N-A;N-A;Undefined
XB;ELYHK;62;62;UA2;62_UA2;Tilt_Y;Tilt_Y;0.01;2;Transmitted_raw_data;Tilt_Y_0.01;Counts;Tilt;N-A;N-A;Undefined
XB;ELYHK;62;62;RA2;62_RA2;Tilt_Y;Tilt_Y;<0.01;2;Transmitted_raw_data;Tilt_Y_<0.01;Counts;Tilt;N-A;N-A;Undefined
XB;ELYHK;63;63;LAU;63_LAU;High_Resolution_Tilt_X;High_Resolution_Tilt_X;1;U;Transmitted_raw_data;High_Resolution_Tilt_X_1;Counts;Tilt;N-A;N-A;Undefined
XB;ELYHK;63;63;VAU;63_VAU;High_Resolution_Tilt_X;High_Resolution_Tilt_X;0.1;U;Transmitted_raw_data;High_Resolution_Tilt_X_0.1;Counts;Tilt;N-A;N-A;Undefined
XB;ELYHK;63;63;UAU;63_UAU;High_Resolution_Tilt_X;High_Resolution_Tilt_X;0.01;U;Transmitted_raw_data;High_Resolution_Tilt_X_0.01;Counts;Tilt;N-A;N-A;Undefined
XB;ELYHK;63;63;RAU;63_RAU;High_Resolution_Tilt_X;High_Resolution_Tilt_X;<0.01;U;Transmitted_raw_data;High_Resolution_Tilt_X_<0.01;Counts;Tilt;N-A;N-A;Undefined
XB;ELYHK;64;64;LAV;64_LAV;High_Resolution_Tilt_Y;High_Resolution_Tilt_Y;1;V;Transmitted_raw_data;High_Resolution_Tilt_Y_1;Counts;Tilt;N-A;N-A;Undefined
XB;ELYHK;64;64;VAV;64_VAV;High_Resolution_Tilt_Y;High_Resolution_Tilt_Y;0.1;V;Transmitted_raw_data;High_Resolution_Tilt_Y_0.1;Counts;Tilt;N-A;N-A;Undefined
XB;ELYHK;64;64;UAV;64_UAV;High_Resolution_Tilt_Y;High_Resolution_Tilt_Y;0.01;V;Transmitted_raw_data;High_Resolution_Tilt_Y_0.01;Counts;Tilt;N-A;N-A;Undefined
XB;ELYHK;64;64;RAV;64_RAV;High_Resolution_Tilt_Y;High_Resolution_Tilt_Y;<0.01;V;Transmitted_raw_data;High_Resolution_Tilt_Y_<0.01;Counts;Tilt;N-A;N-A;Undefined
XB;ELYHK;65;65;LYS;65_LYS;Status_Flag_Register;Status_Flag_Register;1;S;Transmitted_raw_data;Status_Flag_Register_1;Counts;Flag_Register;N-A;N-A;Undefined
XB;ELYHK;65;65;VYS;65_VYS;Status_Flag_Register;Status_Flag_Register;0.1;S;Transmitted_raw_data;Status_Flag_Register_0.1;Counts;Flag_Register;N-A;N-A;Undefined
XB;ELYHK;65;65;UYS;65_UYS;Status_Flag_Register;Status_Flag_Register;0.01;S;Transmitted_raw_data;Status_Flag_Register_0.01;Counts;Flag_Register;N-A;N-A;Undefined
XB;ELYHK;65;65;RYS;65_RYS;Status_Flag_Register;Status_Flag_Register;<0.01;S;Transmitted_raw_data;Status_Flag_Register_<0.01;Counts;Flag_Register;N-A;N-A;Undefined
XB;ELYHK;66;66;LYN;66_LYN;Step_Counter;Step_Counter;1;N;Transmitted_raw_data;Step_Counter_1;Counts;Step_Counter;N-A;N-A;Undefined
XB;ELYHK;66;66;VYN;66_VYN;Step_Counter;Step_Counter;0.1;N;Transmitted_raw_data;Step_Counter_0.1;Counts;Step_Counter;N-A;N-A;Undefined
XB;ELYHK;66;66;UYN;66_UYN;Step_Counter;Step_Counter;0.01;N;Transmitted_raw_data;Step_Counter_0.01;Counts;Step_Counter;N-A;N-A;Undefined
XB;ELYHK;66;66;RYN;66_RYN;Step_Counter;Step_Counter;<0.01;N;Transmitted_raw_data;Step_Counter_<0.01;Counts;Step_Counter;N-A;N-A;Undefined
XB;ELYHK;67;67;LYP;67_LYP;LVL_Power_Control_Register;LVL_Power_Control_Register;1;P;Transmitted_raw_data;LVL_Power_Control_Register_1;Counts;LVL_Power_Control_Register;N-A;N-A;Undefined
XB;ELYHK;67;67;VYP;67_VYP;LVL_Power_Control_Register;LVL_Power_Control_Register;0.1;P;Transmitted_raw_data;LVL_Power_Control_Register_0.1;Counts;LVL_Power_Control_Register;N-A;N-A;Undefined
XB;ELYHK;67;67;UYP;67_UYP;LVL_Power_Control_Register;LVL_Power_Control_Register;0.01;P;Transmitted_raw_data;LVL_Power_Control_Register_0.01;Counts;LVL_Power_Control_Register;N-A;N-A;Undefined
XB;ELYHK;67;67;RYP;67_RYP;LVL_Power_Control_Register;LVL_Power_Control_Register;<0.01;P;Transmitted_raw_data;LVL_Power_Control_Register_<0.01;Counts;LVL_Power_Control_Register;N-A;N-A;Undefined
XB;ELYHK;68;68;LYM;68_LYM;LVL_Motor_Control_Register;LVL_Motor_Control_Register;1;M;Transmitted_raw_data;LVL_Motor_Control_Register_1;Counts;LVL_Motor_Control_Register;N-A;N-A;Undefined
XB;ELYHK;68;68;VYM;68_VYM;LVL_Motor_Control_Register;LVL_Motor_Control_Register;0.1;M;Transmitted_raw_data;LVL_Motor_Control_Register_0.1;Counts;LVL_Motor_Control_Register;N-A;N-A;Undefined
XB;ELYHK;68;68;UYM;68_UYM;LVL_Motor_Control_Register;LVL_Motor_Control_Register;0.01;M;Transmitted_raw_data;LVL_Motor_Control_Register_0.01;Counts;LVL_Motor_Control_Register;N-A;N-A;Undefined
XB;ELYHK;68;68;RYM;68_RYM;LVL_Motor_Control_Register;LVL_Motor_Control_Register;<0.01;M;Transmitted_raw_data;LVL_Motor_Control_Register_<0.01;Counts;LVL_Motor_Control_Register;N-A;N-A;Undefined
XB;ELYHK;69;69;LYA;69_LYA;Start_Speed_Register;Start_Speed_Register;1;A;Transmitted_raw_data;Start_Speed_Register_1;Counts;Start_Speed_Register;N-A;N-A;Undefined
XB;ELYHK;69;69;VYA;69_VYA;Start_Speed_Register;Start_Speed_Register;0.1;A;Transmitted_raw_data;Start_Speed_Register_0.1;Counts;Start_Speed_Register;N-A;N-A;Undefined
XB;ELYHK;69;69;UYA;69_UYA;Start_Speed_Register;Start_Speed_Register;0.01;A;Transmitted_raw_data;Start_Speed_Register_0.01;Counts;Start_Speed_Register;N-A;N-A;Undefined
XB;ELYHK;69;69;RYA;69_RYA;Start_Speed_Register;Start_Speed_Register;<0.01;A;Transmitted_raw_data;Start_Speed_Register_<0.01;Counts;Start_Speed_Register;N-A;N-A;Undefined
XB;ELYHK;70;70;LYB;70_LYB;Ramp_Parameter_Register;Ramp_Parameter_Register;1;B;Transmitted_raw_data;Ramp_Parameter_Register_1;Counts;Ramp_Parameter_Register;N-A;N-A;Undefined
XB;ELYHK;70;70;VYB;70_VYB;Ramp_Parameter_Register;Ramp_Parameter_Register;0.1;B;Transmitted_raw_data;Ramp_Parameter_Register_0.1;Counts;Ramp_Parameter_Register;N-A;N-A;Undefined
XB;ELYHK;70;70;UYB;70_UYB;Ramp_Parameter_Register;Ramp_Parameter_Register;0.01;B;Transmitted_raw_data;Ramp_Parameter_Register_0.01;Counts;Ramp_Parameter_Register;N-A;N-A;Undefined
XB;ELYHK;70;70;RYB;70_RYB;Ramp_Parameter_Register;Ramp_Parameter_Register;<0.01;B;Transmitted_raw_data;Ramp_Parameter_Register_<0.01;Counts;Ramp_Parameter_Register;N-A;N-A;Undefined
XB;ELYHK;71;71;LYC;71_LYC;Quad_Step_Count_Register;Quad_Step_Count_Register;1;C;Transmitted_raw_data;Quad_Step_Count_Register_1;Counts;Quad_Step_Count_Register;N-A;N-A;Undefined
XB;ELYHK;71;71;VYC;71_VYC;Quad_Step_Count_Register;Quad_Step_Count_Register;0.1;C;Transmitted_raw_data;Quad_Step_Count_Register_0.1;Counts;Quad_Step_Count_Register;N-A;N-A;Undefined
XB;ELYHK;71;71;UYC;71_UYC;Quad_Step_Count_Register;Quad_Step_Count_Register;0.01;C;Transmitted_raw_data;Quad_Step_Count_Register_0.01;Counts;Quad_Step_Count_Register;N-A;N-A;Undefined
XB;ELYHK;71;71;RYC;71_RYC;Quad_Step_Count_Register;Quad_Step_Count_Register;<0.01;C;Transmitted_raw_data;Quad_Step_Count_Register_<0.01;Counts;Quad_Step_Count_Register;N-A;N-A;Undefined
XB;ELYHK;72;72;LYD;72_LYD;Overtemperature_Limit_Register;Overtemperature_Limit_Register;1;D;Transmitted_raw_data;Overtemperature_Limit_Register_1;Counts;Overtemperature_Limit_Register;N-A;N-A;Undefined
XB;ELYHK;72;72;VYD;72_VYD;Overtemperature_Limit_Register;Overtemperature_Limit_Register;0.1;D;Transmitted_raw_data;Overtemperature_Limit_Register_0.1;Counts;Overtemperature_Limit_Register;N-A;N-A;Undefined
XB;ELYHK;72;72;UYD;72_UYD;Overtemperature_Limit_Register;Overtemperature_Limit_Register;0.01;D;Transmitted_raw_data;Overtemperature_Limit_Register_0.01;Counts;Overtemperature_Limit_Register;N-A;N-A;Undefined
